bad_flag,transact_id,weight,numeric1,numeric2,numeric3,numeric4,numeric5,character1,character2,character3,character4,character5,numeric6,numeric7,character6,character7,numeric8,character8
1,4611,1.1844281042,206.21544602,59,,4.0242624682,5,1,1,87,,Y,989.18241563,457,8,63,1005.2642138,67
1,4612,1.1197538209,52.158012513,112,,1.4112046247,5,8,2,8,,Y,1004.7922954,503,10,66,1011.0279538,70
0,4613,2.9357966259,230.82919033,90,,1.6557011711,5,0,3,,,Y,1026.9502625,583,7,47,1043.0848301,47
0,4614,3.7114844087,169.73441727,,,5.9237184584,5,0,3,96,,Y,796.76930514,595,12,72,814.50056453,74
0,4615,0.6025559089,191.11161621,12,,5.5279805717,5,0,3,90,test,Y,932.60061867,572,11,66,945.69625086,68
0,4616,0.6474173196,99.025892439,52,,7.3295931126,5,1,2,58,,Y,842.43558268,631,9,71,851.48778152,74
0,4617,2.3209566722,115.42182719,55,,2.5194179669,5,0,3,50,,Y,870.55992123,575,7,62,884.02845856,62
0,4618,0.715629455,193.94813278,7,,5.1179046873,5,2,3,93,,Y,586.74188623,603,5,80,597.76892013,82
0,4619,0.5037372105,123.25256433,52,,3.4916869082,5,2,5,59,,Y,1076.188049,568,4,59,1095.7876039,60
0,4620,0.6267850671,212.22901616,67,,3.5586099071,5,3,2,94,,Y,779.52428411,619,6,67,786.72896803,68
0,4621,0.9625657439,43.774148607,129,,1.3026538831,5,4,1,11,,Y,711.9796482,571,11,73,723.8713265,77
0,4622,0.9180056698,67.29695621,7,,2.9489845658,5,2,3,104,,Y,1089.601159,637,5,83,1093.8944758,84
1,4623,2.2321437344,208.85465459,82,,3.20363874,5,3,1,92,,Y,993.27341752,485,1,51,1001.452072,52
1,4624,0.9291861196,193.49946827,13,,5.4621899445,5,1,3,103,,Y,907.16002127,498,7,45,908.1093804,46
0,4625,1.1956733373,114.55900185,10,,6.6098166937,5,1,3,110,,Y,809.68663129,577,9,70,828.20662703,74
1,4626,1.0953876387,43.182855979,134,,1.5811189044,5,7,1,15,,Y,976.89388843,504,7,52,993.17310397,57
0,4627,0.5304508792,160.29021522,8,,3.7939995515,5,1,4,100,,Y,624.19252427,583,10,74,634.49593974,74
0,4628,3.1816031738,127.30505615,11,,8.1454596654,5,1,0,95,,Y,1103.187855,599,8,60,1112.0418077,62
0,4629,0.8939754487,189.10011467,13,,2.9520403577,5,2,3,95,,Y,1076.3522224,574,8,68,1088.4334256,69
0,4630,1.1742222698,216.8361742,9,,6.4194984398,5,1,5,102,,Y,1110.9527234,597,6,56,1130.1081853,58
1,4631,0.5140356824,103.02896003,10,,4.6224671986,5,1,3,89,,Y,1015.2226649,521,7,56,1023.6400278,56
0,4632,2.0325587652,182.30510599,94,,1.0493699977,5,4,1,82,,Y,726.75641615,591,4,68,727.40843482,70
1,4633,2.9464765255,172.45994044,78,,5.0122553902,5,3,1,72,,Y,987.63281053,505,7,66,995.6137318,67
0,4634,0.9884059896,175.23932122,14,,3.9800320277,5,1,3,98,,Y,760.01812837,641,2,66,760.74818021,68
1,4635,2.0028829724,186.46220545,17,,5.2065461223,5,2,3,93,,Y,1000.6006694,479,9,51,1005.1725099,52
1,4636,1.1373173912,160.42095689,13,,5.5177106476,5,2,4,,,Y,992.20626514,506,9,44,1008.3117624,46
0,4637,1.5016860934,179.82664645,10,,4.3477415837,5,0,2,107,,Y,809.06809565,558,4,76,812.92864388,78
1,4638,1.885421603,133.6424173,8,,5.1493113566,5,2,3,102,,Y,1030.7212515,486,9,61,1038.6251027,64
0,4639,1.065545814,153.09752606,8,,3.4564665592,5,3,2,113,,Y,912.09245931,599,8,71,924.83260271,71
0,4640,2.0503311001,118.39379725,50,,4.855610614,5,0,5,56,,Y,500.80299288,587,7,54,511.90773193,54
1,4641,1.6944028471,120.56104199,50,,7.5371473705,5,1,6,51,,Y,990.34566823,498,9,58,993.43503398,62
0,4642,0.6244019517,48.307123693,129,,1.3610297782,5,6,0,8,,Y,752.59886531,552,3,62,761.75231406,65
1,4643,2.5179669245,211.78704039,83,,1.8703137452,5,4,1,,,Y,1016.8889768,499,17,47,1025.8518195,49
1,4644,0.8383416061,107.68278669,49,,1.513233813,5,3,8,38,,Y,836.64849007,526,8,49,844.74307758,52
0,4645,1.4914567612,264.94452668,77,,1.2299552596,5,4,1,71,,Y,152.02105414,578,6,72,165.01356232,76
1,4646,4.2196936538,191.70903513,77,,1.962194861,5,4,3,94,,Y,948.03442702,483,10,53,953.83712249,56
0,4647,2.6258782321,196.03945912,8,,6.075657586,5,1,2,70,,Y,1209.4380712,533,8,78,1213.0207807,79
1,4648,1.826205249,48.654472697,126,,1.1989072223,5,7,1,7,,Y,1060.7216777,543,10,41,1065.2441968,41
0,4649,1.4168802893,165.7262511,70,,2.8476416286,5,0,5,73,,Y,547.54906966,595,8,72,565.57011733,73
1,4650,0.6556629461,328.56270332,92,,4.0429122046,5,2,3,82,,Y,1048.7765731,519,6,49,1060.6443669,51
1,4651,2.3574385093,260.73531733,11,,7.0055668412,5,1,4,98,,Y,937.22791881,500,5,52,945.95447241,55
0,4652,1.2029273102,173.24544003,70,,3.2833254657,5,2,4,,,Y,820.72603244,594,4,65,826.05897243,66
0,4653,2.7075349586,205.77357449,75,,3.2719553301,5,7,4,81,,Y,815.56871342,633,11,73,821.7980784,74
1,4654,1.2872138483,161.70425865,5,,5.397430966,5,1,1,110,,Y,1082.8579246,534,10,53,1093.05233,55
1,4655,2.0781107391,86.546440232,8,,4.5197601719,5,0,2,100,,Y,1012.0278903,529,12,53,1013.3572312,53
1,4656,0.6803907486,156.18215376,8,,6.574284585,5,2,3,100,,Y,1002.2836789,510,9,59,1006.7479241,62
1,4657,0.8107885049,163.09290215,16,,6.3120145301,5,1,3,106,,Y,1024.4302834,565,3,57,1029.4123421,58
0,4658,2.6855295105,197.85390953,92,,4.9576073175,5,4,0,79,,Y,878.81853578,570,11,71,893.98555495,73
0,4659,1.817502832,258.10345947,77,,3.3250271941,5,3,0,75,,Y,846.71313591,567,6,67,848.60063375,71
0,4660,1.8783552695,221.11137104,85,,2.3532186232,5,6,2,96,,Y,872.87980011,658,6,76,881.16337126,77
0,4661,0.72641687,106.37421681,11,,7.5219928958,5,3,3,106,,Y,524.26922907,588,6,73,530.74141642,76
0,4662,1.0648831793,61.301678872,113,,1.6253248647,5,6,0,4,,Y,935.18332762,596,5,80,954.11602037,82
1,4663,0.6111887285,184.39225737,6,,5.8607997578,5,2,2,96,,Y,1049.3227514,520,12,56,1049.3809819,58
1,4664,0.9651675057,223.72268957,82,,3.091615477,5,0,2,82,,Y,922.31937342,479,13,50,922.79238741,52
0,4665,1.6602109751,184.11338475,78,,5.647237862,5,1,2,86,,Y,555.41308491,601,9,69,563.38646564,74
0,4666,1.3040036264,150.90124,72,,5.4121962847,5,0,3,88,,Y,706.11122429,598,8,77,708.37621818,79
1,4667,0.9412650801,93.379313189,64,,0.120437657,5,1,3,67,,Y,1016.4144788,496,12,45,1026.1057312,49
1,4668,0.5463848738,152.79797795,8,,4.2411142621,5,4,3,95,,Y,868.3032874,470,6,60,883.52575833,62
1,4669,1.3979903445,96.151837841,49,,0.1590431584,5,0,3,64,,Y,1025.7444358,559,7,57,1034.3616092,58
0,4670,0.7650967083,98.220536921,51,,2.8806450667,5,1,2,52,,Y,352.20815006,636,5,65,366.14001785,68
1,4671,0.7067644325,215.18907086,88,,6.2403375557,5,3,5,84,,Y,892.39018837,525,9,37,900.87624262,39
0,4672,2.452244275,47.492693186,43,,2.0826549501,5,0,6,,,Y,1109.8998475,575,9,70,1116.7281634,72
1,4673,2.075837347,152.71630056,61,,2.0050282948,5,2,3,61,,Y,956.84698326,493,10,38,957.09751454,39
1,4674,1.6128140614,228.25041064,70,,6.481672606,5,1,1,73,,Y,964.04019244,497,7,49,969.28948544,51
1,4675,0.6603770267,102.78824857,46,,1.2131218838,5,2,3,45,,Y,954.24977872,536,8,47,967.85166583,49
0,4676,2.1185058889,160.87923089,,,1.794324825,5,0,4,81,,Y,1164.1472531,609,10,62,1174.0068334,63
0,4677,2.1126087665,154.48151481,8,,6.0722790363,5,4,3,114,,Y,827.07522352,585,10,81,836.39601277,82
1,4678,1.0188157333,114.70825766,61,,7.1308464182,5,1,7,41,,Y,972.70658432,497,10,37,976.65653471,38
0,4679,0.8656983479,172.12636078,11,,4.0623897993,5,1,2,102,,Y,1044.4481208,604,4,68,1062.9997068,70
1,4680,0.5400617319,52.240446216,125,,1.6307715572,5,5,2,7,,Y,908.17970611,501,11,59,916.60231051,60
1,4681,3.0210235674,,8,,7.579054879,5,4,2,108,,Y,902.73429042,506,13,59,908.94532377,61
1,4682,0.7638406795,186.64521085,100,,1.2035425082,5,4,3,,,Y,937.43957685,494,12,51,948.94995232,52
0,4683,3.1075507927,119.15858672,42,,8.5009682561,5,2,6,44,,Y,539.09873474,619,13,77,554.92628378,79
1,4684,0.6109699376,191.62253293,9,,3.9940353077,5,1,2,99,,Y,862.15130841,491,10,45,866.25078132,47
1,4685,1.9774391188,133.9295162,7,,7.1777996827,5,4,0,94,,Y,986.4668995,488,11,49,987.7163461,53
0,4686,0.5523876991,88.348172745,46,,4.7597689504,5,0,6,50,,Y,799.69842195,621,7,73,812.12119791,75
0,4687,2.7037637597,220.49147015,87,,2.6940308023,5,0,1,76,,Y,693.61748435,586,3,71,703.58580759,72
0,4688,0.8141200886,51.436510054,122,,1.5008571904,5,7,1,,,Y,839.98333267,621,7,75,841.91991706,76
0,4689,0.7661992859,235.63765581,11,,5.9227653127,5,2,3,100,,Y,640.76574025,604,8,67,656.5762013,69
0,4690,1.1792535102,46.107054145,128,,1.6235717314,5,4,0,10,,Y,963.76679185,597,7,54,970.46575234,55
0,4691,1.4699249748,129.57413087,11,,6.4195768532,5,0,2,87,,Y,1000.8330303,632,3,62,1008.2327134,63
0,4692,0.5855014274,191.02565441,79,,7.2377106272,5,4,2,72,,Y,943.87548791,589,2,76,954.25474364,77
1,4693,0.8752868115,160.19154408,68,,1.4238191283,5,4,3,76,,Y,1025.6297149,510,9,65,1037.3533634,68
1,4694,0.5121611785,162.21719015,7,,6.9952737212,5,1,1,111,,Y,981.28876976,487,8,52,1000.811771,54
0,4695,1.8442529553,178.93359416,7,,4.9284259773,5,1,2,89,,Y,790.76558198,605,11,73,804.51892933,73
1,4696,1.3210417361,34.18911895,7,,4.4731459254,5,0,3,,,Y,1062.5905241,533,7,51,1063.0914538,55
1,4697,1.0483658316,204.6761569,79,,2.8829392434,5,3,4,79,,Y,1102.2963496,515,16,60,1111.3614891,61
0,4698,0.8184919318,243.45140245,81,,3.9720337698,5,4,1,64,,Y,662.21967634,589,12,63,672.58300649,64
1,4699,0.9654722773,157.99911131,72,,4.0364142735,5,3,2,83,,Y,1139.1147391,477,6,43,1146.6605545,46
0,4700,1.8413214815,191.99631601,76,,2.5865925583,5,5,2,81,,Y,856.32791271,597,10,57,873.15820635,60
1,4701,4.0170951456,118.03865503,55,,0.5707885855,5,0,5,50,,Y,1050.5708417,516,10,51,1060.4175642,53
1,4702,1.7239232018,215.63916418,76,,2.155677075,5,2,1,85,,Y,840.87129948,512,18,38,851.17607478,40
1,4703,0.7243811521,140.87683148,89,,3.462073493,5,2,1,87,,Y,1059.207222,477,9,37,1066.9187584,40
0,4704,0.5525231835,239.88346475,9,,5.6934371823,5,3,3,98,,Y,550.19616416,600,8,60,553.31834304,62
0,4705,1.6340413282,181.32097103,90,,3.76909987,5,5,0,,,Y,1108.4193381,613,2,84,1122.7979241,86
1,4706,2.6741050088,169.47936302,80,,2.2201175213,5,4,0,104,,Y,967.19508871,535,10,62,976.81650241,64
1,4707,3.2994255485,165.50533361,17,,6.990252915,5,3,2,79,,Y,1029.2101517,505,5,47,1045.9315665,50
1,4708,1.4837604165,171.98963924,13,,7.4959406011,5,2,2,108,,Y,920.33988671,528,15,47,939.96941407,50
1,4709,0.6315833881,177.34009154,15,,3.892661019,5,3,4,105,,Y,1102.5129201,513,8,42,1107.5550285,43
1,4710,0.504147178,176.8156218,8,,5.1802041364,5,1,2,96,,Y,1011.9651677,481,13,51,1025.5054453,53
0,4711,0.6292691366,180.18321708,68,,2.2881785353,5,4,1,71,,Y,672.27267927,525,10,55,683.14249731,55
0,4712,0.806222622,165.13406897,79,,2.7257843709,5,4,2,84,,Y,878.72366845,593,5,79,887.04581991,82
0,4713,5.7422584261,175.77993617,11,,5.527295233,5,4,1,88,,Y,869.36540363,567,4,76,887.40578784,79
1,4714,1.2106490499,191.45507799,14,,5.2446172732,5,2,1,112,,Y,1017.7997942,478,6,54,1018.9246582,57
0,4715,1.7861942627,249.94466797,70,,3.2621166447,5,2,1,65,,Y,854.92511219,599,9,78,874.28042145,82
1,4716,0.8207344078,105.54025274,8,,6.1326714153,5,1,2,93,,Y,944.47984547,469,15,45,957.69939543,47
0,4717,1.8841340609,139.58762317,10,,2.6551534758,5,3,4,110,,Y,234.11247646,625,7,85,237.41528898,88
0,4718,0.9878511258,148.93161486,9,,7.4706188459,5,1,2,96,,Y,1145.4970137,620,7,83,1164.1815179,83
0,4719,0.8928546096,280.97148581,69,,2.4144020334,5,3,1,,,Y,971.0883014,598,9,72,986.74990484,75
1,4720,0.5856544999,268.794563,88,,2.8834911561,5,0,2,90,,Y,1098.757351,471,9,47,1113.5613919,50
1,4721,0.8586588106,244.7267274,69,,1.7666743373,5,2,3,89,,Y,972.85228015,522,13,42,983.33071575,45
0,4722,1.0733427775,112.59408537,12,,4.7135820681,5,1,3,83,,Y,945.8404013,634,7,66,950.15355335,69
1,4723,0.9833621249,223.91381835,78,,2.661690175,5,3,1,86,,Y,958.38062919,485,4,53,978.18497306,53
1,4724,1.4113407515,78.157946994,43,,1.7356514219,5,2,3,47,,Y,956.40578378,462,9,47,963.89932059,50
1,4725,1.2615329293,145.34649424,82,,4.1407372771,5,2,2,71,,Y,969.99313921,509,7,51,970.11587843,52
0,4726,1.7505733079,246.66434834,71,,4.7130225657,5,7,2,85,,Y,790.06759519,608,6,87,803.14495347,89
0,4727,3.861084861,322.06169166,94,,3.5817703204,5,3,0,82,,Y,680.5659484,614,12,68,688.89605927,71
1,4728,1.0250410188,203.38692708,73,,4.8249631029,5,1,1,83,,Y,1074.022946,503,13,55,1078.4786021,58
1,4729,1.4225422921,56.311208807,121,,1.5301092465,5,2,0,11,,Y,1112.0802974,481,6,43,1125.0609795,44
0,4730,1.7220591238,166.34974132,77,,4.0612465636,5,9,5,93,,Y,851.82729545,629,6,67,857.99216276,70
0,4731,1.8279679793,261.70157938,86,,2.4726073522,5,6,3,79,,Y,990.76120316,596,6,70,1005.6025059,73
1,4732,1.3831803932,166.96421641,4,,4.8721578623,5,2,3,88,,Y,1114.282361,504,14,51,1125.6431183,52
1,4733,2.43599171,172.06303273,75,,4.0986925211,5,2,2,89,,Y,997.52946098,502,12,58,1011.2084719,59
0,4734,0.8513957645,248.26668958,85,,3.7935318671,5,0,0,63,,Y,965.18768931,602,8,73,979.16017939,76
1,4735,2.0995788159,248.72584528,82,,3.5722783379,5,5,3,83,,Y,1026.2205141,473,6,47,1028.0378347,50
1,4736,0.5876333017,117.76925658,54,,1.0558684776,5,3,4,65,,Y,927.82387855,480,12,49,932.97201683,54
0,4737,5.8968194383,72.261596352,8,,4.8115884905,5,1,3,104,,Y,861.68686811,613,7,69,867.50136526,71
0,4738,1.2306914143,242.13387798,91,,2.3966398336,5,6,2,,,Y,746.04907638,615,9,68,752.51946669,72
1,4739,2.0371768211,144.91197266,12,,4.031371678,5,2,2,120,,Y,1097.8376859,493,10,50,1106.4988438,54
1,4740,1.1425963335,254.56115061,82,,3.5248107484,5,3,2,80,,Y,917.86339886,506,8,51,935.52619808,55
1,4741,2.8322310291,236.14384654,87,,7.7972311949,5,4,0,73,,Y,1077.7813399,511,15,68,1095.4599497,68
1,4742,0.7129551225,116.81983032,13,,6.8081788517,5,3,3,93,,Y,806.51682481,478,11,51,826.03891627,53
0,4743,0.5248175776,,7,,3.5938934952,5,2,5,95,,Y,578.24307723,632,7,75,578.97536294,77
0,4744,1.4274040312,47.963786622,114,,1.4902565808,5,7,0,9,,Y,983.11473877,609,5,70,987.23063172,71
1,4745,3.7770456326,206.28174701,17,,5.0504953566,5,2,8,113,,Y,1084.0550743,487,10,52,1085.5639417,53
1,4746,0.8908259336,156.22843673,,,6.5770045592,5,2,5,104,,Y,1163.2577046,502,8,42,1175.5266041,44
0,4747,3.2985940103,48.46589331,125,,1.5584084353,5,2,1,8,,Y,676.95294039,584,6,70,681.9698109,73
1,4748,2.477742325,225.84776479,81,,4.4705954071,5,4,1,87,,Y,1038.0984626,498,11,38,1040.0336966,41
0,4749,0.6555179083,176.70848897,10,,4.1298919878,5,0,6,103,,Y,797.97999825,570,13,77,798.12804487,78
1,4750,0.8763854822,124.90269614,8,,3.6567835862,5,2,4,119,,Y,977.2167519,503,10,46,985.44207289,47
1,4751,0.5643185935,153.42935883,11,,3.9665085495,5,2,4,90,,Y,1004.1657826,513,8,53,1012.1308848,55
1,4752,0.7642915386,145.05823115,14,,5.3121478701,5,1,3,73,,Y,982.61664674,502,8,45,990.18949336,45
0,4753,1.2679391699,136.51131847,88,,2.4534817421,5,1,5,74,,Y,961.97447714,624,5,72,981.66439066,74
1,4754,1.4182013256,180.17060763,74,,2.0359153637,5,3,2,83,,Y,1128.2910916,514,9,52,1142.9993768,54
1,4755,1.1532066767,171.98010342,12,,5.4827453339,5,2,0,98,,Y,952.97861466,467,14,52,953.70403095,54
1,4756,1.2973398233,182.7084919,68,,2.2593105929,5,2,2,71,,Y,954.56286156,520,9,52,973.52206824,56
1,4757,0.6989471977,122.03579506,10,,6.0497981609,5,0,4,109,,Y,999.23775486,522,5,35,1000.1557157,41
0,4758,1.765240677,202.44348508,8,,5.0779614175,5,0,2,105,,Y,522.27804635,606,14,71,532.52309618,72
1,4759,1.4844899209,136.58540152,3,,5.9988267643,5,2,5,108,,Y,1048.6019776,517,10,49,1064.4993487,50
0,4760,1.0073499992,259.97941455,96,,2.5633943909,5,6,2,79,,Y,1165.1382432,560,6,85,1182.3887076,88
0,4761,1.9101586886,226.76502939,72,,5.3506478621,5,6,4,79,,Y,528.74809689,566,7,83,530.21470901,84
0,4762,1.0418226843,153.43268059,68,,3.3693880855,5,0,3,87,,Y,1091.5694783,620,9,70,1105.077331,72
1,4763,0.8445159343,174.63484935,10,,5.2017735189,5,3,1,111,,Y,997.64681821,517,16,55,1015.9562721,56
0,4764,0.8924870981,203.03403503,65,,5.0028168033,5,2,0,78,,Y,636.51024981,610,8,74,636.60843457,79
1,4765,0.6795231522,158.55648681,12,,4.3286620049,5,1,3,92,,Y,1153.4101069,453,7,46,1156.6571028,47
0,4766,0.891815149,246.91993744,74,,4.5939508962,5,0,2,97,,Y,491.67256959,556,8,70,498.62971271,72
1,4767,1.2314105734,183.42638339,9,,10.774135904,5,1,3,107,,Y,949.13815986,492,9,58,959.35303018,59
1,4768,0.9527185912,103.93981081,12,8.3193482039,4.6077005924,5,1,3,,,Y,913.10866423,505,10,46,916.92174398,48
0,4769,0.5275196138,192.59325274,83,,2.3991525861,5,4,3,85,,Y,758.76008198,583,11,70,777.04119211,72
0,4770,0.6735269983,124.41944491,13,,5.6495378342,5,2,1,92,,Y,418.19933183,580,11,73,430.99801603,76
0,4771,1.578430747,203.33728976,7,,4.0407319761,5,3,2,88,,Y,717.34495831,600,13,62,732.40513658,64
1,4772,1.8242456374,228.42468199,76,,3.5335563864,5,7,3,85,,Y,877.37638265,494,10,45,881.95177623,46
0,4773,3.4468002615,280.42819048,79,,2.0642169598,5,4,1,81,,Y,582.5095905,567,3,63,593.5768783,64
0,4774,0.6814665658,191.0920565,88,,3.1852991131,5,5,4,76,,Y,689.96684417,611,5,81,706.30102074,83
0,4775,1.0966762869,110.53391747,90,,4.2033649498,5,6,3,92,,Y,807.15775034,567,4,67,818.2478261,69
1,4776,0.5562943679,150.4567523,108,,4.1165213569,5,1,3,82,,Y,883.8036545,507,18,53,899.95860727,57
1,4777,1.3875692916,143.80236938,88,,3.5473151957,5,1,2,89,,Y,1063.0145151,528,9,48,1078.9218095,51
0,4778,1.1370955002,110.92529476,6,,5.9953359776,5,1,3,98,,Y,757.69472709,577,6,60,765.9466051,61
1,4779,0.785101895,182.73430003,7,,4.0935455546,5,1,1,95,,Y,1029.7311117,485,10,48,1031.9410347,55
1,4780,0.7076666119,102.06576644,46,,0.110505873,5,1,5,52,,Y,1035.1454813,498,13,63,1043.5279452,64
0,4781,0.6916704403,171.43082378,78,,4.0220485523,5,8,3,84,,Y,635.38450948,601,6,76,652.50937672,79
0,4782,2.3112053462,124.9892685,10,,6.150792689,5,3,6,97,,Y,668.68868544,582,11,68,687.76394849,69
1,4783,0.8555681115,119.43340221,10,,8.194660523,5,2,4,108,,Y,958.39261485,492,10,55,970.04795091,59
1,4784,2.9987437665,166.59984664,9,,5.0169208981,5,1,1,96,,Y,1003.1803698,481,10,56,1013.3576201,58
0,4785,1.4068724566,197.1921981,18,,4.3360804135,5,1,3,114,,Y,1013.4156395,582,7,83,1018.9787281,86
1,4786,3.8900450624,80.550727056,44,,7.8489136803,5,1,4,43,,Y,1005.7998692,505,10,32,1014.3196986,34
0,4787,3.4086221714,162.20739119,93,,4.5621715684,5,5,4,79,,Y,892.21698996,563,6,58,900.40030983,59
1,4788,1.9545472724,146.73635332,7,,3.6902922549,5,1,1,100,,Y,895.63878138,513,9,54,907.59389676,56
0,4789,0.6513282546,229.2378681,69,,4.4673337702,5,2,1,71,,Y,913.21008171,643,5,51,914.19098511,52
1,4790,0.9650660942,110.94644072,71,,2.0136250282,5,5,2,,,Y,952.22768877,492,11,44,955.35913858,47
1,4791,0.6506056865,147.05639902,11,,6.35699175,5,5,3,91,,Y,1006.309328,479,7,41,1021.5612501,42
1,4792,1.655621323,214.95711544,8,,5.0669308228,5,3,4,99,,Y,1042.4637885,531,8,56,1060.0216889,58
1,4793,0.6629728862,183.96232537,98,,4.56442422,,2,3,71,,Y,990.19144057,478,11,53,995.84137617,55
0,4794,0.7136299223,236.57031044,78,,3.0221441738,5,4,2,90,,Y,987.98928652,565,7,73,992.16020504,74
0,4795,0.9282576794,148.9201187,8,,3.8171162597,5,1,2,106,,Y,732.84569469,623,10,75,742.26446136,79
1,4796,2.710674071,78.063505471,53,,0.2302977694,5,0,2,53,,Y,986.38320827,505,9,48,992.06744012,49
0,4797,0.5684506288,89.441274667,6,,5.1606583519,5,0,6,113,,Y,906.43015739,614,5,66,922.58668761,67
0,4798,1.518927552,210.29847973,7,,7.7078319944,5,1,3,106,,Y,1013.4757538,572,5,58,1025.3223677,58
1,4799,2.4978460451,,6,,3.4914250644,5,3,3,90,,Y,1037.1274148,504,7,48,1053.6601775,50
1,4800,1.1543308085,196.07406281,78,,2.6860631103,5,4,5,78,,Y,1092.4345548,531,10,52,1104.018413,54
0,4801,5.7268112818,231.31216212,70,,5.9314186588,5,1,0,82,,Y,736.46992345,630,13,78,744.54788082,81
0,4802,1.0944026513,186.62757889,5,,4.1883162688,5,7,4,101,,Y,1154.1252858,593,6,69,1161.7226187,69
0,4803,2.8008982164,169.77766303,7,,5.3505752091,5,0,5,96,,Y,718.61476035,586,3,81,720.88176758,83
0,4804,2.0143784889,164.52640554,77,,3.477913798,5,4,2,75,,Y,1035.4264547,589,16,76,1038.9617333,80
1,4805,1.223968675,166.6161631,6,,3.2501350762,5,0,4,104,,Y,1042.0918457,488,7,39,1053.2767357,41
0,4806,0.5701572621,119.51491156,63,,1.8841240279,5,1,2,74,,Y,996.3234036,555,11,83,1002.0629143,85
1,4807,0.7594689321,140.37131838,7,,2.6859969749,5,3,2,108,,Y,1002.7045526,497,12,53,1020.5184631,53
1,4808,2.1272885804,178.05778761,73,,1.699432616,5,8,1,82,,Y,1023.0769453,476,9,46,1035.8956802,47
0,4809,1.0323638251,164.35830034,75,,1.8923032392,5,2,3,78,,Y,1047.8602405,607,11,55,1064.751677,57
1,4810,0.7023414034,107.37761053,10,,5.1573743211,5,3,3,,,Y,893.64517319,485,7,43,901.39195412,46
0,4811,3.658008963,222.62209855,87,,4.4826972155,5,1,2,93,,Y,627.10644599,599,11,61,627.44876465,64
0,4812,0.7931138034,164.22041685,82,,2.7751021794,5,2,1,,,Y,491.20108015,568,2,70,508.02924436,71
1,4813,1.8557191028,131.05900806,6,,3.806446482,5,4,4,98,,Y,987.96090386,499,10,50,996.89144108,54
0,4814,0.5848306962,276.93301348,83,,3.7003140293,5,4,3,,,Y,852.15400884,631,9,62,852.62829997,67
0,4815,1.3289672924,201.60598652,79,,3.6676491628,5,4,2,74,,Y,752.67045477,571,7,71,770.51231282,74
0,4816,1.4005626558,148.03624178,11,,8.1041473703,5,3,2,111,,Y,916.29896901,554,6,66,928.27540064,69
0,4817,0.5796503623,145.56039229,11,,6.983228368,5,3,1,110,,Y,1084.6598363,579,8,64,1091.2571898,64
0,4818,0.6429685215,173.58108571,12,,2.7661574202,5,3,4,114,,Y,1161.2970783,606,13,75,1173.7813974,80
1,4819,0.5555937247,86.157257825,46,,1.3327194084,5,1,5,44,,Y,1067.4580964,497,3,47,1081.4457979,47
0,4820,0.5769851754,179.52476884,11,,5.8429026707,5,1,3,98,,Y,1129.2885482,616,5,83,1148.355309,83
1,4821,0.9550188213,162.32960606,8,,4.6063591766,5,2,4,100,,Y,1055.7392771,501,10,53,1067.1264507,55
1,4822,0.8091747591,152.31508589,12,,10.117013174,5,5,1,105,,Y,1000.7627408,475,8,54,1002.5977794,55
0,4823,0.9516079725,96.839767963,53,,4.7636105094,5,0,4,52,,Y,697.49771527,600,5,78,697.76206038,81
0,4824,2.0338794809,163.71800343,4,,5.7965380871,5,0,2,105,,Y,1101.2637627,595,11,80,1113.6234202,82
1,4825,1.0841598303,186.8293118,78,,1.9295961703,5,3,3,78,,Y,1000.1999455,499,12,30,1008.6523142,31
0,4826,1.444390857,165.98796602,90,,7.7049611382,5,2,3,70,,Y,876.57341022,610,6,67,878.20920442,70
1,4827,2.2468850089,255.48034063,77,4.9414828255,2.9259489859,5,2,3,83,,Y,1160.64825,508,13,68,1167.7277078,69
0,4828,0.8105388759,181.28990767,15,,4.4002514975,5,2,4,108,,Y,798.18032366,571,10,79,812.26284505,80
1,4829,1.9519997485,271.11727207,86,,2.9395912696,5,5,3,,,Y,932.59832457,499,9,54,949.61852604,57
0,4830,0.771409392,223.36538271,11,,4.7637628507,5,5,4,107,,Y,1172.6662266,562,11,75,1186.4522734,77
1,4831,0.5268806736,91.768762704,12,,3.8622225249,5,0,1,91,,Y,1096.2243679,474,15,46,1100.123977,47
1,4832,1.4487636774,294.80883732,80,,1.6222795549,5,4,2,69,,Y,1042.9139519,496,9,43,1053.041955,44
1,4833,0.5050607636,225.50488226,77,,2.3124765549,5,3,3,88,,Y,1011.8995599,479,9,50,1015.0970488,52
1,4834,1.9818903636,50.549693139,100,,1.4439543669,5,4,0,5,,Y,1110.8836191,490,14,48,1111.4007586,49
1,4835,0.5458212204,175.22338446,80,,1.2915453812,5,4,2,,,Y,988.91840803,476,4,51,994.06502322,54
1,4836,1.5483272513,138.09048346,12,,4.0047765293,5,0,4,105,,Y,1034.9706609,502,7,51,1042.1270787,51
1,4837,1.149160553,207.99557545,75,,4.1118099544,5,4,1,72,,Y,978.33341829,482,8,39,995.63296545,43
1,4838,0.9315798136,139.41015074,52,,5.062712888,5,4,6,48,,Y,981.11558507,563,12,54,983.00356263,58
1,4839,1.4979170794,56.408051895,114,,1.5033700196,5,3,1,14,,Y,1017.1197217,543,9,38,1020.3834074,41
1,4840,1.3827522911,172.96969106,79,,2.493660895,5,3,0,91,,Y,1070.1115403,466,9,52,1076.7780351,53
